SUID	cooc_method	interaction	interactionType	Node1	Node2	name	pval	qval	selected	shared.interaction	shared.name	weight
184944	correl_spearman	NA	copresence	BacV5-Otu-000139	Ftrad-Otu-00004	BacV5-Otu-000139->Ftrad-Otu-00004=correl_spearman	0.000122313405167329	0.000122313405167329	false	NA	BacV5-Otu-000139->Ftrad-Otu-00004=correl_spearman	0.00012231
184947	correl_spearman	NA	copresence	Ftrad-Otu-00142	Ftrad-Otu-00145	Ftrad-Otu-00142->Ftrad-Otu-00145=correl_spearman	9.91975918048782e-05	9.91975918048782e-05	false	NA	Ftrad-Otu-00142->Ftrad-Otu-00145=correl_spearman	9.92e-05
184950	correl_spearman	NA	copresence	BacV5-Otu-000305	Ftrad-Otu-00002	BacV5-Otu-000305->Ftrad-Otu-00002=correl_spearman	2.35470327680787e-07	2.35470327680787e-07	false	NA	BacV5-Otu-000305->Ftrad-Otu-00002=correl_spearman	2.4e-07
184953	correl_spearman	NA	copresence	Ftrad-Otu-00064	BacV5-Otu-000041	Ftrad-Otu-00064->BacV5-Otu-000041=correl_spearman	9.28087567402258e-05	9.28087567402258e-05	false	NA	Ftrad-Otu-00064->BacV5-Otu-000041=correl_spearman	0.520305992549167
184955	correl_spearman	NA	copresence	BacV5-Otu-000255	BacV5-Otu-000041	BacV5-Otu-000255->BacV5-Otu-000041=correl_spearman	3.59456375775835e-09	3.59456375775835e-09	false	NA	BacV5-Otu-000255->BacV5-Otu-000041=correl_spearman	0.712807387690101
184958	correl_spearman	NA	copresence	BacV5-Otu-000084	BacV5-Otu-000136	BacV5-Otu-000084->BacV5-Otu-000136=correl_spearman	0.000287867530346597	0.000287867530346597	false	NA	BacV5-Otu-000084->BacV5-Otu-000136=correl_spearman	0.00028787
184961	correl_spearman	NA	copresence	Ftrad-Otu-00106	Ftrad-Otu-00066	Ftrad-Otu-00106->Ftrad-Otu-00066=correl_spearman	1.41401372658612e-05	1.41401372658612e-05	false	NA	Ftrad-Otu-00106->Ftrad-Otu-00066=correl_spearman	0.569005631740241
184964	correl_spearman	NA	copresence	Ftrad-Otu-00084	Ftrad-Otu-00128	Ftrad-Otu-00084->Ftrad-Otu-00128=correl_spearman	8.48317834785117e-05	8.48317834785117e-05	false	NA	Ftrad-Otu-00084->Ftrad-Otu-00128=correl_spearman	8.483e-05
184967	correl_spearman	NA	copresence	BacV5-Otu-000071	Ftrad-Otu-00176	BacV5-Otu-000071->Ftrad-Otu-00176=correl_spearman	0.000150600334518192	0.000150600334518192	false	NA	BacV5-Otu-000071->Ftrad-Otu-00176=correl_spearman	0.0001506
184970	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00202	BacV5-Otu-000219	Ftrad-Otu-00202->BacV5-Otu-000219=correl_spearman	0.000954132084584836	0.000954132084584836	false	NA	Ftrad-Otu-00202->BacV5-Otu-000219=correl_spearman	-0.445426977732632
184973	correl_spearman	NA	copresence	BacV5-Otu-000444	Ftrad-Otu-00134	BacV5-Otu-000444->Ftrad-Otu-00134=correl_spearman	0.000193589874346145	0.000193589874346145	false	NA	BacV5-Otu-000444->Ftrad-Otu-00134=correl_spearman	0.00019359
184975	correl_spearman	NA	copresence	Otrad-Otu-00043	Ftrad-Otu-00142	Otrad-Otu-00043->Ftrad-Otu-00142=correl_spearman	6.52602047672701e-05	6.52602047672701e-05	false	NA	Otrad-Otu-00043->Ftrad-Otu-00142=correl_spearman	0.530099502487562
184978	correl_spearman	NA	copresence	Ftrad-Otu-00139	Ftrad-Otu-00007	Ftrad-Otu-00139->Ftrad-Otu-00007=correl_spearman	0.000274247892369073	0.000274247892369073	false	NA	Ftrad-Otu-00139->Ftrad-Otu-00007=correl_spearman	0.487864639825838
184980	correl_spearman	NA	copresence	BacV5-Otu-000112	Ftrad-Otu-00002	BacV5-Otu-000112->Ftrad-Otu-00002=correl_spearman	0.000339502009250481	0.000339502009250481	false	NA	BacV5-Otu-000112->Ftrad-Otu-00002=correl_spearman	0.0003395
184983	correl_spearman	NA	mutualExclusion	BacV5-Otu-000342	Ftrad-Otu-00079	BacV5-Otu-000342->Ftrad-Otu-00079=correl_spearman	2.3124942246544e-05	2.3124942246544e-05	false	NA	BacV5-Otu-000342->Ftrad-Otu-00079=correl_spearman	2.312e-05
184986	correl_spearman	NA	mutualExclusion	Otrad-Otu-00005	Ftrad-Otu-00011	Otrad-Otu-00005->Ftrad-Otu-00011=correl_spearman	3.23126346412073e-05	3.23126346412073e-05	false	NA	Otrad-Otu-00005->Ftrad-Otu-00011=correl_spearman	-0.548673065109141
